Name Mass Radius Orbit Smass Distance Habitable Method Year
"Kepler-1359 b" 4.34 2.82 0.27 0.78 669 0 "transit" 2016
"Kepler-1360 b" 7.73 3.39 0.26 1.51 1405 0 "transit" 2016
"Kepler-1361 b" 0.53 0.86 0.04 0.83 404 0 "transit" 2016
"Kepler-1362 b" 3.33 2.6 0.48 0.8 767 0 "transit" 2016
"Kepler-1363 b" 1.86 1.25 0.04 0.76 559 0 "transit" 2016
"Kepler-1364 b" 13.85 2.15 0.13 1.49 1149 0 "transit" 2016
"Kepler-1365 b" 0.66 0.92 0.08 1 541 0 "transit" 2016
"Kepler-1365 c" 0.41 0.8 0.06 1 541 0 "transit" 2016
"Kepler-1366 b" 2.97 1.43 0.03 0.62 395 0 "transit" 2016
"Kepler-1367 b" 0.66 0.92 0.02 0.62 357 0 "transit" 2016
"Kepler-1368 b" 4.89 1.65 0.02 1.07 1750 0 "transit" 2016
"Kepler-1369 b" 3.72 2.69 0.17 0.99 1236 0 "transit" 2016
"Kepler-1370 b" 7.38 1.84 0.15 1.19 878 0 "transit" 2016
"Kepler-1370 c" 1.92 1.27 0.08 1.19 878 0 "transit" 2016
"Kepler-1371 b" 0.31 0.73 0.04 0.87 450 0 "transit" 2016
"Kepler-1371 c" 0.2 0.64 0.03 0.87 450 0 "transit" 2016
"Kepler-1372 b" 1.92 1.27 0.02 0.98 1161 0 "transit" 2016
"Kepler-1373 b" 1.4 1.15 0.02 1.22 1112 0 "transit" 2016
"Kepler-1374 b" 17.93 2.28 0.09 0.85 1135 0 "transit" 2016
"Kepler-1375 b" 5.96 1.74 0.05 1.47 1238 0 "transit" 2016
"Kepler-1376 b" 1.03 1.05 0.06 0.98 864 0 "transit" 2016
"Kepler-1377 b" 1.86 1.25 0.02 0.86 1019 0 "transit" 2016
"Kepler-1378 b" 15.1 2.2 0.09 0.7 562 0 "transit" 2016
"Kepler-1379 b" 2.1 1.3 0.02 0.83 951 0 "transit" 2016
"Kepler-1380 b" 2.97 1.43 0.09 0.96 1209 0 "transit" 2016
"Kepler-1381 b" 16.81 2.25 0.17 0.96 1306 0 "transit" 2016
"Kepler-1382 b" 8.1 1.88 0.14 1.36 730 0 "transit" 2016
"Kepler-1383 b" 2.81 1.41 0.12 1.26 961 0 "transit" 2016
"Kepler-1384 b" 9.09 1.94 0.11 0.78 618 0 "transit" 2016
"Kepler-1385 b" 0.51 0.85 0.04 1.15 527 0 "transit" 2016
"Kepler-1386 b" 1.81 1.24 0.07 1.02 838 0 "transit" 2016
"Kepler-1387 b" 0.68 0.93 0.03 0.82 491 0 "transit" 2016
"Kepler-1388 b" 3.28 2.59 0.09 0.63 492 0 "transit" 2016
"Kepler-1388 c" 17.18 2.26 0.05 0.63 492 0 "transit" 2016
"Kepler-1388 d" 4.51 2.86 0.13 0.63 492 0 "transit" 2016
"Kepler-1388 e" 24.64 2.45 0.19 0.63 492 0 "transit" 2016
"Kepler-1389 b" 6.4 1.77 0.39 0.81 521 0 "transit" 2016
"Kepler-1390 b" 1.49 1.18 0.07 0.98 760 0 "transit" 2016
"Kepler-1391 b" 5.27 1.68 0.28 1.03 721 0 "transit" 2016
"Kepler-1392 b" 9.51 1.96 0.11 0.88 1117 0 "transit" 2016
"Kepler-1393 b" 0.41 0.8 0.03 0.95 462 0 "transit" 2016
"Kepler-1394 b" 2.65 1.39 0.06 1.64 820 0 "transit" 2016
"Kepler-1395 b" 0.41 0.8 0.05 1.17 507 0 "transit" 2016
"Kepler-1396 b" 11.88 2.07 0.14 1.18 1236 0 "transit" 2016
"Kepler-1397 b" 5.68 1.71 0.26 1.09 770 0 "transit" 2016
"Kepler-1398 b" 0.6 0.9 0.04 1.13 793 0 "transit" 2016
"Kepler-1398 c" 0.96 1.03 0.05 1.13 793 0 "transit" 2016
"Kepler-1399 b" 1.86 1.25 0.03 0.97 1256 0 "transit" 2016
"Kepler-1400 b" 4.65 1.62 0.08 0.83 879 0 "transit" 2016
"Kepler-1401 b" 5.27 1.68 0.1 1.07 1242 0 "transit" 2016
"Kepler-1402 b" 0.36 0.76 0.03 0.9 681 0 "transit" 2016
"Kepler-1403 b" 13.55 2.14 0.06 1.11 1801 0 "transit" 2016
"Kepler-1404 b" 10.4 2 0.12 0.84 946 0 "transit" 2016
"Kepler-1405 b" 12.3 3.95 0.18 1.05 1605 0 "transit" 2016
"Kepler-1406 b" 1.18 1.1 0.1 1.05 587 0 "transit" 2016
"Kepler-1407 b" 16.81 2.25 0.15 1.1 1275 0 "transit" 2016
"Kepler-1408 b" 0.58 0.88 0.04 1.21 426 0 "transit" 2016
"Kepler-1409 b" 0.99 1.04 0.02 0.83 722 0 "transit" 2016
"Kepler-1410 b" 6.56 1.78 0.26 0.63 367 1 "transit" 2016
"Kepler-1411 b" 4.34 2.82 0.38 0.95 1431 0 "transit" 2016
"Kepler-1412 b" 0.47 0.83 0.05 1.06 639 0 "transit" 2016
"Kepler-1413 b" 7.04 1.81 0.1 0.84 1162 0 "transit" 2016
"Kepler-1414 b" 1.75 1.23 0.04 0.8 534 0 "transit" 2016
"Kepler-1415 b" 2.04 1.29 0.01 0.89 1066 0 "transit" 2016
"Kepler-1416 b" 0.58 0.88 0.03 1.09 807 0 "transit" 2016
"Kepler-1417 b" 0.86 1 0.15 1.02 656 0 "transit" 2016
"Kepler-1418 b" 5.02 1.66 0.14 0.77 499 0 "transit" 2016
"Kepler-1419 b" 4.51 2.86 0.24 1.01 1444 0 "transit" 2016
"Kepler-1420 b" 1.98 1.28 0.07 0.82 923 0 "transit" 2016
"Kepler-1421 b" 0.68 0.93 0.08 1.25 675 0 "transit" 2016
"Kepler-1422 b" 10.64 2.02 0.14 1.15 2081 0 "transit" 2016
"Kepler-1423 b" 1.07 1.06 0.15 0.79 449 0 "transit" 2016
"Kepler-1424 b" 1.4 1.15 0.19 1.02 620 0 "transit" 2016
"Kepler-1425 b" 0.71 0.94 0.11 0.97 499 0 "transit" 2016
"Kepler-1426 b" 3.99 1.56 0.12 1.02 1211 0 "transit" 2016
"Kepler-1427 b" 1.18 1.1 0.02 1.01 1220 0 "transit" 2016
"Kepler-1428 b" 4.77 1.64 0.1 1.28 802 0 "transit" 2016
"Kepler-1429 b" 2.04 1.29 0.05 1.05 1156 0 "transit" 2016
"Kepler-1430 b" 1.49 1.18 0.03 0.77 541 0 "transit" 2016
"Kepler-1431 b" 3.22 1.47 0.06 1.03 1270 0 "transit" 2016
"Kepler-1432 b" 15.76 2.22 0.17 1.09 1552 0 "transit" 2016
"Kepler-1433 b" 3.99 1.56 0.05 1.14 1328 0 "transit" 2016
"Kepler-1434 b" 1.23 1.11 0.09 1.47 680 0 "transit" 2016
"Kepler-1435 b" 0.53 0.86 0.06 1.21 681 0 "transit" 2016
"Kepler-1436 b" 2.17 1.31 0.09 1.06 1142 0 "transit" 2016
"Kepler-1437 b" 2.51 1.37 0.09 0.93 1182 0 "transit" 2016
"Kepler-1438 b" 0.71 0.94 0.03 0.97 866 0 "transit" 2016
"Kepler-1439 b" 3.14 1.46 0.06 0.46 215 0 "transit" 2016
"Kepler-1440 b" 1.86 1.25 0.23 0.98 685 0 "transit" 2016
"Kepler-1441 b" 2.17 1.31 0.23 1 751 0 "transit" 2016
"Kepler-1442 b" 12.09 3.93 0.41 1.34 525 0 "transit" 2016
"Kepler-1443 b" 0.8 0.97 0.04 1.19 475 0 "transit" 2016
"Kepler-1444 b" 14.46 2.17 0.21 1.03 340 0 "transit" 2016
"Kepler-1445 b" 0.77 0.96 0.1 1.13 482 0 "transit" 2016
"Kepler-1446 b" 0.45 0.82 0.01 0.81 162 0 "transit" 2016
"Kepler-1447 b" 4.74 2.9 0.29 0.97 871 0 "transit" 2016
"Kepler-1448 b" 4.54 1.61 0.1 0.95 786 0 "transit" 2016
"Kepler-1449 b" 5.27 1.68 0.11 1.08 1321 0 "transit" 2016
"Kepler-1450 b" 5.68 1.71 0.25 0.71 490 0 "transit" 2016
"Kepler-1451 b" 7.42 3.35 0.21 1 1159 0 "transit" 2016
"Kepler-1452 b" 3.77 2.7 0.27 1.41 974 0 "transit" 2016
"Kepler-1453 b" 3.62 2.67 0.25 0.97 1284 0 "transit" 2016
"Kepler-1454 b" 8.1 1.88 0.25 0.9 795 0 "transit" 2016
"Kepler-1455 b" 14.15 2.16 0.22 0.62 392 0 "transit" 2016
"Kepler-1456 b" 1.35 1.14 0.12 0.64 379 0 "transit" 2016
"Kepler-1457 b" 10.17 1.99 0.27 1.01 728 0 "transit" 2016
"Kepler-1458 b" 4.02 2.76 0.25 0.96 642 0 "transit" 2016
"Kepler-1459 b" 2.44 1.36 0.28 0.78 435 0 "transit" 2016
"Kepler-1460 b" 9.51 1.96 0.17 0.7 574 0 "transit" 2016
"Kepler-1461 b" 10.88 2.03 0.17 0.79 752 0 "transit" 2016
"Kepler-1462 b" 11.08 3.82 0.32 1 1368 0 "transit" 2016
"Kepler-1463 b" 7.73 1.86 0.17 0.96 1341 0 "transit" 2016
"Kepler-1464 b" 5.02 1.66 0.2 1.02 692 0 "transit" 2016
"Kepler-1464 c" 0.86 1 0.06 1.02 692 0 "transit" 2016
"Kepler-1465 b" 6.4 1.77 0.18 0.75 350 0 "transit" 2016
"Kepler-1466 b" 3.88 1.55 0.19 1.01 686 0 "transit" 2016
"Kepler-1467 b" 7.04 3.29 0.24 0.86 890 0 "transit" 2016
"Kepler-1468 b" 5.82 1.72 0.08 1.04 1130 0 "transit" 2016
"Kepler-1468 c" 1.4 1.15 0.05 1.04 1130 0 "transit" 2016
"Kepler-1469 b" 4.24 2.8 0.15 0.92 1255 0 "transit" 2016
"Kepler-1470 b" 1.07 1.06 0.12 0.8 569 0 "transit" 2016
"Kepler-1471 b" 2.81 1.41 0.05 0.95 1059 0 "transit" 2016
"Kepler-1472 b" 8.48 1.9 0.23 1.16 1269 0 "transit" 2016
"Kepler-1473 b" 1.54 1.19 0.12 1.09 625 0 "transit" 2016
"Kepler-1474 b" 14.15 2.16 0.22 1.04 1214 0 "transit" 2016
"Kepler-1475 b" 4.86 2.92 0.39 1.18 1714 0 "transit" 2016
"Kepler-1476 b" 5.14 1.67 0.09 0.98 1218 0 "transit" 2016
"Kepler-1477 b" 1.49 1.18 0.09 0.81 525 0 "transit" 2016
"Kepler-1478 b" 5.82 1.72 0.17 1.04 1405 0 "transit" 2016
"Kepler-1479 b" 7.21 1.83 0.12 0.99 619 0 "transit" 2016
"Kepler-1480 b" 5.14 1.67 0.15 0.85 540 0 "transit" 2016
"Kepler-1481 b" 1.75 1.23 0.06 0.8 493 0 "transit" 2016
"Kepler-1482 b" 0.89 1.01 0.1 0.88 442 0 "transit" 2016
"Kepler-1483 b" 3.69 1.52 0.09 1.25 1327 0 "transit" 2016
"Kepler-1484 b" 12.69 2.11 0.19 0.94 1095 0 "transit" 2016
"Kepler-1485 b" 3.22 1.47 0.15 1.11 550 0 "transit" 2016
"Kepler-1486 b" 19.11 2.32 0.29 1.08 1465 0 "transit" 2016
"Kepler-1487 b" 13.26 2.13 0.08 1.38 1094 0 "transit" 2016
"Kepler-1488 b" 7.73 1.86 0.23 1.05 618 0 "transit" 2016
"Kepler-1489 b" 6.4 1.77 0.36 0.93 870 0 "transit" 2016
"Kepler-1490 b" 5.46 3.04 0.39 0.9 968 0 "transit" 2016
"Kepler-1491 b" 3.59 1.51 0.13 1 1312 0 "transit" 2016
"Kepler-1492 b" 3.4 1.49 0.12 0.77 371 0 "transit" 2016
"Kepler-1493 b" 2.81 1.41 0.12 1.06 572 0 "transit" 2016
"Kepler-1494 b" 5.66 3.07 0.39 0.96 1059 0 "transit" 2016
"Kepler-1495 b" 4.92 2.93 0.38 1.03 1307 0 "transit" 2016
"Kepler-1496 b" 15.76 2.22 0.33 1.18 1293 0 "transit" 2016
"Kepler-1497 b" 5.02 1.66 0.08 0.96 1122 0 "transit" 2016
"Kepler-1498 b" 2.3 1.33 0.25 0.86 740 0 "transit" 2016
"Kepler-1499 b" 1.54 1.19 0.23 0.82 310 0 "transit" 2016
"Kepler-1500 b" 1.59 1.2 0.12 1 904 0 "transit" 2016
"Kepler-1501 b" 3.99 1.56 0.12 1.2 888 0 "transit" 2016
"Kepler-1502 b" 6.33 3.18 0.27 1.44 1540 0 "transit" 2016
"Kepler-1503 b" 17.55 2.27 0.38 0.77 850 0 "transit" 2016
"Kepler-1504 b" 13.26 2.13 0.35 0.85 1029 0 "transit" 2016
"Kepler-1505 b" 0.68 0.93 0.19 0.93 359 0 "transit" 2016
"Kepler-1506 b" 2.23 1.32 0.11 0.95 1318 0 "transit" 2016
"Kepler-1507 b" 0.49 0.84 0.12 0.89 342 0 "transit" 2016
"Kepler-1508 b" 2.3 1.33 0.15 1.14 892 0 "transit" 2016
"Kepler-1509 b" 7.56 1.85 0.17 1 1277 0 "transit" 2016
"Kepler-1510 b" 7.49 3.36 0.4 1.19 1615 0 "transit" 2016
"Kepler-1511 b" 5.27 1.68 0.17 1.17 897 0 "transit" 2016
"Kepler-1512 b" 1.49 1.18 0.13 0.73 162 0 "transit" 2016
"Kepler-1513 b" 133.91 8.46 0.58 0.99 384 0 "transit" 2016
"Kepler-1515 b" 219.6 9.54 0.76 1.3 504 0 "transit" 2016
"Kepler-1516 b" 6.1 1.75 0.07 1.04 872 0 "transit" 2016
"Kepler-1517 b" 243.48 9.76 0.07 1.58 869 0 "transit" 2016
"Kepler-1518 b" 5.53 3.05 0.07 1.54 1140 0 "transit" 2016
"Kepler-1519 b" 71.66 7.06 0.74 0.94 858 0 "transit" 2016
"Kepler-1520 b" 38.18 5.77 0.01 0.76 636 0 "transit" 2016
"Kepler-1521 b" 26.81 2.5 0.24 0.81 227 0 "transit" 2016
"Kepler-1522 b" 5.82 1.72 0.03 0.96 690 0 "transit" 2016
"Kepler-1523 b" 4.2 1.58 0.02 0.97 918 0 "transit" 2016
"Kepler-1524 b" 8.79 3.54 0.35 1.17 506 0 "transit" 2016
"Kepler-1525 b" 0.63 0.91 0.04 1.07 396 0 "transit" 2016
"Kepler-1526 b" 23.62 2.43 0.04 0.73 576 0 "transit" 2016
"Kepler-1527 b" 21.59 4.77 0.61 1.21 1560 0 "transit" 2016
"Kepler-1528 b" 3.14 1.46 0.03 1.03 916 0 "transit" 2016
"Kepler-1529 b" 12.42 2.09 0.06 0.81 683 0 "transit" 2016
"Kepler-1530 b" 4.77 1.64 0.04 0.92 552 0 "transit" 2016
"Kepler-1530 c" 4.89 1.65 0.06 0.92 552 0 "transit" 2016
"Kepler-1531 b" 1.23 1.11 0.02 1.16 670 0 "transit" 2016
"Kepler-1532 b" 2.37 1.34 0.02 0.91 824 0 "transit" 2016
"Kepler-1533 b" 8.21 3.46 0.98 1.31 852 0 "transit" 2016
"Kepler-1534 b" 8.29 1.89 0.06 0.9 1107 0 "transit" 2016
"Kepler-1535 b" 3.1 2.54 0.54 1.08 879 0 "transit" 2016
"Kepler-1536 b" 6.05 3.14 0.89 0.71 401 0 "transit" 2016
"Kepler-1537 b" 1.49 1.18 0.02 0.81 503 0 "transit" 2016
"Kepler-1538 b" 4.34 2.82 0.62 1.03 1291 0 "transit" 2016
"Kepler-1539 b" 3.77 2.7 0.48 0.84 788 0 "transit" 2016
"Kepler-1540 b" 26.25 2.49 0.44 0.74 262 1 "transit" 2016
"Kepler-1541 b" 1.4 1.15 0.08 0.86 414 0 "transit" 2016
"Kepler-1542 b" 0.36 0.76 0.05 0.94 336 0 "transit" 2016
"Kepler-1542 c" 0.22 0.65 0.04 0.94 336 0 "transit" 2016
"Kepler-1542 d" 0.56 0.87 0.06 0.94 336 0 "transit" 2016
"Kepler-1542 e" 0.36 0.76 0.06 0.94 336 0 "transit" 2016
"Kepler-1543 b" 3.82 2.71 0.08 1.39 1114 0 "transit" 2016
"Kepler-1544 b" 6.56 1.78 0.56 0.81 349 1 "transit" 2016
"Kepler-1545 b" 3.77 2.7 0.55 0.84 688 0 "transit" 2016
"Kepler-1546 b" 5.99 3.12 0.14 0.95 994 0 "transit" 2016
"Kepler-1547 b" 0.6 0.9 0.02 1.12 665 0 "transit" 2016
"Kepler-1548 b" 3.52 2.64 0.49 0.99 1150 0 "transit" 2016
"Kepler-1549 b" 3.19 2.56 0.67 0.88 792 0 "transit" 2016
"Kepler-1550 b" 5.34 3.01 0.74 1.07 1202 0 "transit" 2016
"Kepler-1551 b" 3.57 2.65 0.17 1.14 1560 0 "transit" 2016
"Kepler-1552 b" 25.16 2.46 0.6 0.85 618 1 "transit" 2016
"Kepler-1553 b" 1.4 1.15 0.05 0.85 719 0 "transit" 2016
"Kepler-1554 b" 4.74 2.9 0.63 0.84 982 0 "transit" 2016
"Kepler-1555 b" 4.54 1.61 0.08 1.04 1382 0 "transit" 2016
"Kepler-1556 b" 9.51 1.96 0.08 0.97 1060 0 "transit" 2016
"Kepler-1557 b" 3.69 1.52 0.05 1.11 1532 0 "transit" 2016
"Kepler-1558 b" 0.25 0.68 0.04 0.83 343 0 "transit" 2016
"Kepler-1559 b" 0.29 0.72 0.02 0.86 580 0 "transit" 2016
"Kepler-1560 b" 0.58 0.88 0.04 1.02 529 0 "transit" 2016
"Kepler-1561 b" 1.14 1.09 0.02 1.07 993 0 "transit" 2016
"Kepler-1562 b" 8.87 3.55 0.32 1.02 1315 0 "transit" 2016
"Kepler-1563 b" 0.34 0.75 0.04 1 547 0 "transit" 2016
"Kepler-1564 b" 3.22 1.47 0.13 0.93 872 0 "transit" 2016
"Kepler-1565 b" 1.54 1.19 0.02 0.76 657 0 "transit" 2016
"Kepler-1566 b" 0.39 0.78 0.01 0.84 511 0 "transit" 2016
"Kepler-1567 b" 3.92 2.73 0.55 0.95 1226 0 "transit" 2016
"Kepler-1568 b" 2.1 1.3 0.15 1.09 883 0 "transit" 2016
"Kepler-1569 b" 5.27 1.68 0.07 1.25 1050 0 "transit" 2016
"Kepler-1570 b" 1.07 1.06 0.17 0.92 463 0 "transit" 2016
"Kepler-1571 b" 3.69 1.52 0.05 1.23 802 0 "transit" 2016
"Kepler-1572 b" 0.71 0.94 0.06 0.97 600 0 "transit" 2016
"Kepler-1573 b" 1.59 1.2 0.04 1.01 1180 0 "transit" 2016
"Kepler-1574 b" 2.04 1.29 0.07 1.06 1275 0 "transit" 2016
"Kepler-1575 b" 2.17 1.31 0.04 0.95 1170 0 "transit" 2016
"Kepler-1576 b" 0.99 1.04 0.07 1.05 539 0 "transit" 2016
"Kepler-1577 b" 1.31 1.13 0.06 0.78 543 0 "transit" 2016
"Kepler-1578 b" 0.99 1.04 0.02 0.9 1016 0 "transit" 2016
"Kepler-1579 b" 0.49 0.84 0.02 0.75 466 0 "transit" 2016
"Kepler-1580 b" 12.69 2.11 0.33 1.47 872 0 "transit" 2016
"Kepler-1581 b" 0.41 0.8 0.07 1.12 443 0 "transit" 2016
"Kepler-1582 b" 3.4 1.49 0.04 0.28 112 0 "transit" 2016
"Kepler-1583 b" 0.17 0.6 0.08 0.94 357 0 "transit" 2016
"Kepler-1584 b" 4.54 1.61 0.11 1.1 1325 0 "transit" 2016
"Kepler-1585 b" 6.72 1.79 0.04 0.94 1269 0 "transit" 2016
"Kepler-1586 b" 3.69 1.52 0.14 1.45 864 0 "transit" 2016
"Kepler-1587 b" 2.3 1.33 0.09 1.08 907 0 "transit" 2016
"Kepler-1588 b" 0.36 0.76 0.08 0.96 658 0 "transit" 2016
"Kepler-1589 b" 1.14 1.09 0.02 1.18 1418 0 "transit" 2016
"Kepler-1590 b" 1.35 1.14 0.08 1.11 900 0 "transit" 2016
"Kepler-1591 b" 1.92 1.27 0.08 1.1 1090 0 "transit" 2016
"Kepler-1592 b" 3.78 1.53 0.04 1.18 1349 0 "transit" 2016
"Kepler-1593 b" 6.26 3.17 0.57 0.81 755 0 "transit" 2016
"Kepler-1594 b" 1.07 1.06 0.04 1.06 1100 0 "transit" 2016
"Kepler-1595 b" 1.75 1.23 0.05 0.84 841 0 "transit" 2016
"Kepler-1596 b" 8.48 1.9 0.32 0.95 1166 0 "transit" 2016
"Kepler-1597 b" 1.07 1.06 0.04 1.25 1255 0 "transit" 2016
"Kepler-1598 b" 0.74 0.95 0.05 1.07 734 0 "transit" 2016
"Kepler-1599 b" 4.65 1.62 0.48 0.99 1004 0 "transit" 2016
"Kepler-1600 b" 5.99 3.12 0.99 0.86 992 0 "transit" 2016
"Kepler-1601 b" 0.45 0.82 0.03 1.04 660 0 "transit" 2016
"Kepler-1602 b" 2.37 1.34 0.1 1.22 815 0 "transit" 2016
"Kepler-1603 b" 2.04 1.29 0.04 1.21 1751 0 "transit" 2016
"Kepler-1604 b" 2.81 1.41 0.01 0.81 562 0 "transit" 2016
"Kepler-1605 b" 1.11 1.08 0.36 0.86 224 0 "transit" 2016
"Kepler-1606 b" 11.88 2.07 0.64 0.9 880 1 "transit" 2016
"Kepler-1607 b" 0.66 0.92 0.12 1.14 735 0 "transit" 2016
"Kepler-1608 b" 5.82 1.72 0.12 0.75 832 0 "transit" 2016
"Kepler-1609 b" 15.76 2.22 0.49 1.18 1483 0 "transit" 2016
"Kepler-1610 b" 4.54 1.61 0.08 0.91 1063 0 "transit" 2016
"Kepler-1611 b" 0.43 0.81 0.06 0.94 686 0 "transit" 2016
"Kepler-1612 b" 0.96 1.03 0.05 0.96 837 0 "transit" 2016
"Kepler-1613 b" 12.15 2.08 0.03 1.08 855 0 "transit" 2016
"Kepler-1614 b" 3.4 1.49 0.05 0.79 982 0 "transit" 2016
"Kepler-1615 b" 11.62 2.06 0.26 1.04 940 0 "transit" 2016
"Kepler-1616 b" 0.92 1.02 0.07 1.21 862 0 "transit" 2016
"Kepler-1617 b" 1.59 1.2 0.19 1.15 813 0 "transit" 2016
"Kepler-1618 b" 1.86 1.25 0.07 1.41 1238 0 "transit" 2016
"Kepler-1619 b" 0.36 0.76 0.16 1 520 0 "transit" 2016
"Kepler-1620 b" 4.54 1.61 0.45 1.15 773 0 "transit" 2016
"Kepler-1621 b" 14.15 2.16 0.42 1.15 1461 0 "transit" 2016
"Kepler-1622 b" 3.22 1.47 0.1 1.31 927 0 "transit" 2016
"Kepler-1623 b" 2.17 1.31 0.05 1 986 0 "transit" 2016
"Kepler-1624 b" 36.85 5.7 0.03 0.5 199 0 "transit" 2016
"Kepler-1625 b" 44.38 6.06 0.84 0.96 1213 0 "transit" 2016
"Kepler-1626 b" 10.64 2.02 0.06 1.51 1718 0 "transit" 2016
"Kepler-1627 b" 9.94 3.68 0.07 0.87 311 0 "transit" 2016
"Kepler-1628 b" 53.3 6.43 0.29 0.55 352 0 "transit" 2016
"Kepler-1629 b" 0.37 0.77 0.05 1.01 390 0 "transit" 2016
"Kepler-1630 b" 14.78 2.18 1.09 0.66 278 0 "transit" 2016
"Kepler-1631 b" 2.37 1.34 0.05 0.97 1190 0 "transit" 2016
"Kepler-1632 b" 25.16 2.46 0.75 1.12 584 0 "transit" 2016
"Kepler-1633 b" 4.2 1.58 0.68 1.2 811 0 "transit" 2016
"Kepler-1634 b" 6.39 3.19 0.99 0.92 654 0 "transit" 2016
"Kepler-1635 b" 9.57 3.64 1.14 0.89 1084 0 "transit" 2016
"Kepler-1636 b" 6.61 3.23 1.11 1.01 1567 0 "transit" 2016
"Kepler-1637 b" 0.58 0.88 0.07 1.02 506 0 "transit" 2016
"Kepler-1638 b" 7.92 1.87 0.79 0.97 879 1 "transit" 2016
"Kepler-1639 b" 3.24 2.58 0.09 1.12 1168 0 "transit" 2016
"Kepler-1640 b" 22.2 4.82 0.08 1.27 1379 0 "transit" 2016
"Kepler-1641 b" 5.85 3.1 0.15 1.12 961 0 "transit" 2016
"Kepler-1641 c" 4.98 2.95 0.21 1.12 961 0 "transit" 2016
"Kepler-1642 b" 6.39 3.19 0.1 0.88 447 0 "transit" 2016
"Kepler-1642 c" 3.57 2.65 0.07 0.88 447 0 "transit" 2016
"Kepler-1643 b" 18.31 2.3 0.06 0.92 414 0 "transit" 2016
"Kepler-1644 b" 8.1 1.88 0.14 0.89 592 0 "transit" 2016
"Kepler-1645 b" 6.56 1.78 0.13 1.02 844 0 "transit" 2016
"Kepler-1646 b" 1.75 1.23 0.03 0.24 81 0 "transit" 2016
"Kepler-1650 b" 0.34 0.75 0.02 0.33 120.5 0 "primary transit" 2017
"Kepler-1652 b" 1.26 1.12 0.16 0.36 252 1 "primary transit" 2017
"Kepler 1651 A b" 7.38 1.84 0.06 0.52 69.4 0 "primary transit" 2017
"KIC-12557548 b" 0.1 0.85 0.01 0.7 470 0 "primary transit" 2012
"KMT-2016-BLG-1107 b" 1042.84 11.6 0.34 0.09 6651 0 "microlensing" 2018
"KMT-2016-BLG-1820 b" 1452.99 11.68 1.08 0.04 6260 0 "microlensing" 2018
"KMT-2016-BLG-2142 b" 4924.89 11.24 0.83 0.07 7010 0 "microlensing" 2018
"KOI-188 b" 79.49 10.95 0.04 0.93 650 0 "primary transit" 2014
"KOI-192 b" 92.2 13.78 0.07 0.96 1100 0 "primary transit" 2014
"KOI-195 b" 108.1 12.21 0.04 0.91 880 0 "primary transit" 2014
"KOI-830 b" 403.78 12.1 0.04 0.87 730 0 "primary transit" 2014
"KOI-1299 c" 836.18 11.49 0.91 1.35 874 0 "radial velocity" 2014
"KOI-4427 b" 7.43 1.84 0.42 0.53 240 1 "transit" 2015
"ksi Aql b" 642.24 11.27 0.58 2.2 62.7 0 "radial velocity" 2008
"L2 Pup b" 3815.28 11.46 2 0.66 64 0 "imaging" 2016
"Lalande 21185 b" 3.82 1.54 0.07 0.46 2.55 0 "radial velocity" 2017
"LHS 1140 b" 6.64 1.43 0.08 0.15 12.47 1 "primary transit" 2017
"LKCA 15 b" 1907.64 11.68 15.7 0.97 145 0 "imaging" 2011
"LP415-17 b" 4.71 1.8 0.06 0.65 82 0 "primary transit" 2018
"LP415-17 c" 6.52 2.6 0.09 0.65 82 0 "primary transit" 2018
"LP415-17 d" 4.9 1.9 0.19 0.65 82 0 "primary transit" 2018
"MASCARA-1 b" 1176.38 16.8 0.04 1.72 188.7 0 "primary transit" 2017
"MOA-2007-BLG-192L b" 3.18 1.46 0.66 0.06 700 0 "microlensing" 2008
"MOA-2007-BLG-197L b" 13035.54 9.7 4.29 0.82 4170 0 "microlensing" 2015
"MOA-2007-BLG-400L b" 286.15 10.07 0.85 0.35 6000 0 "microlensing" 2008
"MOA-2008-BLG-310L b" 73.13 7.1 1.25 0.67 6000 0 "microlensing" 2009
"MOA-2008-BLG-379L b" 1303.55 11.66 3.3 0.66 3600 0 "microlensing" 2013
"MOA-2009-BLG-266L b" 10.4 3.74 3.2 0.56 3040 0 "microlensing" 2010
"MOA-2009-BLG-319 b" 49.92 6.29 2 0.38 6100 0 "microlensing" 2010
"MOA-2009-BLG-387L b" 826.64 11.48 1.8 0.19 5700 0 "microlensing" 2011
"MOA-2010-BLG-117 b" 162.15 8.89 2.9 0.58 3400 0 "microlensing" 2017
"MOA-2010-BLG-328L b" 9.22 1.94 0.92 0.11 810 0 "microlensing" 2013
"MOA-2010-BLG-353L b" 85.84 7.45 1.72 0.18 6430 0 "microlensing" 2015
"MOA-2010-BLG-477L b" 476.91 10.92 2 0.67 2300 0 "microlensing" 2012
"MOA-2011-BLG-028L b" 29.89 5.32 7.14 0.75 7380 0 "microlensing" 2015
"MOA-2011-BLG-262L b" 18.01 4.49 0.84 0.12 7350 0 "microlensing" 2013
"MOA-2011-BLG-291 b" 27.02 5.14 1.4 0.22 7000 0 "microlensing" 2018
"MOA-2011-BLG-293L b" 1526.11 11.68 1.1 0.86 7700 0 "microlensing" 2012
"MOA-2011-BLG-322L b" 2479.93 11.65 3.6 0.31 7740 0 "microlensing" 2013
"MOA-2012-BLG-006 b" 2670.7 11.64 10.2 0.49 5300 0 "microlensing" 2017
